string,gn.AROU,gn.VAL,gn.DOM,gn.CNC,gn.IMAG,gn.FAM,gn.AOA,gn.SIZE,gn.GEND
lynx,4.7667,5.75,5.1333,6,5.9697,3.6875,5.5455,3.9688,4.7941
lyrics,6,6.1724,5.1034,4.3548,4.3,6,4.3,3.7,3.6957
macabre,4.7619,3.8333,4.9565,3.4783,3.8636,2.7576,6.12,4.913,4.3043
macaroni,4.5333,6.3667,5.2,6.5926,6.5,5.2083,3.25,2.2258,4
machine,3.3125,4.9355,5.0606,6.4242,6.2903,5.6129,2.8788,5.1875,5.5758
mad,5.8125,2.7813,5.4,3.0313,4.5806,6.2759,2.9688,5.2258,4.3125
madman,6.1,2.0909,4.2813,4.4839,6,4.4483,4.7941,4.9394,6.1935
madness,6.0588,2.6765,3.0588,1.9697,3.3235,5.5625,3.9706,5.5294,4.3333
magazine,5.0303,5.3333,4.9032,6.7333,6.3846,5.84,3.5882,2.3636,2.8667
maggot,3.4706,2.5588,4.8235,6.7879,6.5313,4.1563,4,2.1515,4.9697
magic,6.5758,6.6857,5.3529,2.1176,4.8788,6.0313,2.4,5,3.6176
magical,7.4857,8.0857,6.0294,1.9118,4.2571,5.7647,2.8857,5.6,2.4857
magnificent,7.3529,8.4706,6.9429,2.5143,3.9429,5.2941,4.7143,5.9706,3.7941
magnitude,5.2727,5.3333,6.2813,3.1818,2.7576,4.5,5.697,6.0606,4.9091
maid,3.9714,4.7143,3.9714,6.1212,6.1143,4.9688,3.9714,3.0571,1.6571
maiden,4.7647,5.3939,4.2188,5.3143,5.4375,3.6129,5,3.4412,1.6765
maids,4.3333,4.9375,4.4545,5.9355,6.1563,4.9063,3.9706,3.0313,2.1818
mail,3.625,5.5625,5.0606,5.9375,6.2857,6.2813,3.0588,3.0606,4.1818
main,4,5.2941,6.1765,3.3429,2.7941,6.2903,3.4,4.7879,4.7778
maize,3.2,5.2222,5.1333,5.7742,5.2414,3.3214,5.4516,3,3.9655
major,5.8,5.8788,6.3226,3.2727,3.2424,5.1111,4.4516,5.5667,5.3226
majority,4.6094,5.9538,5.9048,3.6923,3.7937,5.78,4.9846,5.8906,4.625
make,4.7576,6.3235,7.129,3.6765,3.8438,6.2188,1.9714,4.4688,3.7813
malady,4.2857,4,4.0476,3.65,3.44,1.9677,6.3333,3.9524,3.6364
malaria,4.1765,1.5758,3.1143,5.5758,4.0606,4.625,6.1429,5.0882,3.8182
malice,5.5313,2.4412,4.7353,2.7879,2.625,4.0938,6.0303,4.6667,4.8235
malicious,5.9118,1.8485,4.7143,3.0571,3.1429,4.5938,6.1515,4.9118,4.4571
mall,3.7241,4.7813,4.6129,5.8276,5.3448,3.64,4.8438,4.871,2.9655
mallet,3.8235,4.1212,5.2941,6.4848,6.1515,4.8667,4.6061,3.6875,5.4063
mammal,4.2121,5.8235,6.1875,6.2941,6.1765,5.3226,3.8529,5,4.5
mammoth,4.0323,5.2121,5.5882,6.4118,6.1765,4.3548,4.1429,5.6176,4.8182
man,5.6571,5.4857,6.1143,6.0882,6.6061,6.6452,1.6571,4.6471,6.9714
management,2.75,5.4667,5.6552,3.8182,3.7419,5.8276,5.4848,5.1333,5.2188
manager,3.3636,4.8824,4.8182,5.5161,5.7353,6.2,5.0286,4.7429,5.0857
mangle,5.0333,3.0313,4.2667,4.4,4.4333,3.4688,5.2188,4.4194,4.5313
maniac,5.5,2.4242,3.9091,3.9091,4.6667,4.625,4.7353,4.5294,4.8182
manic,6.129,3.0938,4.6333,2.9375,3.8788,5.5161,5.3548,5.2903,4.0606
mankind,5.4375,6.0968,5.1515,3.3939,3.129,4.037,4.75,6.129,5.5152
manner,3.303,5.8,4.6471,3.3143,2.697,5.2258,3.6471,3.9118,3.5455
mansion,5.9677,6.6452,6.7742,6.5926,6.3793,4.9583,4.069,5.4333,4.3704
manure,3.2,3.6129,4.4839,6.1667,5.8621,4.12,4.4333,3.5161,4.5862
many,4.6364,5.8125,5.1563,4.129,4.5313,6.3214,2.3143,5.3939,3.7941
marital,5.0303,6.2121,4.9091,3.1563,3.6471,4.931,5.8286,4.7576,3.0882
mark,3.6667,4.6176,4.7941,4.9706,4.6765,5.6774,3.2424,2.9063,4.9375
market,3.697,5.2571,5.1935,5.75,6.1818,5.8438,3.3235,4.3636,3.6364
marquee,4.6774,5.9677,5.1212,6.2059,6.0606,3.8788,5.7353,4.7576,3.8529
marriage,6.2941,7.1765,4.6571,4.7273,5.8182,5.931,3.1143,6.2647,2.6571
married,6.4286,7.3429,4.4857,4.9706,5.6176,6.0323,2.7429,5.2059,2.8571
marry,5.9697,6.9063,4.6667,4.6364,5.1212,5.7667,2.6667,5.5313,2.5152
marsh,3.2941,4.3143,4.4063,5.5588,5.3143,3.5938,4.2286,4.4,4.3235
marshal,3.3,4.5938,4.4688,5.2727,4.5455,3.1935,6.0606,4.4667,5.7879
martial,4,4.5484,4.6452,3.7857,3.7667,3.3333,5.6667,4.2188,4.8
marvel,6.303,7.3143,5.75,2.8485,3.5143,3.4848,5.2286,5.5455,4.2424
mask,4.1471,4.8529,5.8182,6.0294,6.4194,5.8214,2.6389,2.9429,4.2857
mass,3.9394,5.0588,5.3871,4.5294,3.6061,5.0968,5.1429,5.1818,4.7813
massacre,6.2571,1.3143,3.8286,4.9429,4.7143,4.6765,5.8235,6.2571,5.697
massive,6.0303,5.8182,5.7813,3.5294,5,6.2593,3.4118,6.2941,5.5455
mast,3.3667,5.2188,5.8333,6.0938,5.7188,3.4667,4.6667,4.875,5.1875
master,5.931,6.0645,6.2667,4.1,3.3,4.8889,4.3871,5.0667,5.5862
masturbate,6.3333,5.2121,5.9143,5.4118,5.4545,5.4516,6.4,4.0588,5.7353
masturbation,6.2353,5.5143,6.6571,4.5588,5.3824,5.6129,6.1429,4.4706,5.6571
match,4.7333,5.2581,4.9677,4.7188,4.625,5.6429,3.125,3.4333,4.7742
matches,4.3226,4.9394,5.4667,6.129,6.3125,5.8148,3.4242,2.6452,4.6452
mate,5.7714,7.1515,5.9706,4.5294,4.8235,5.8,3.5143,4.1471,5.3824
material,3.8235,5.4545,5.3824,5.5588,5.3824,5.7879,3.7353,3.7353,3.3636
mates,6,7.8529,6.8438,5.5455,5.7059,6.0606,3.9118,5.0938,5.2941
mathematics,4.3636,5.375,5.6875,4.5,5.0938,6.4667,3.0882,5.4545,4.9688
matrix,5.2813,5.2353,4.5484,2.8485,3.25,3.7647,6.1143,5.2121,4.7941
matron,2.9355,4.8824,4.1515,5.8485,5.0303,3,5.2941,4.4242,1.7273
mattress,4.4118,5.8125,5.7647,6.7813,6.5938,5.9032,3.2857,4.6176,3.6857
mauve,3.7576,5.1212,4.9091,4.0938,4.9677,2.7353,5.8125,3.4848,2.9677
maximum,6.0313,6.6364,6.303,3.4242,3,5.7,4.2121,6.3333,5.0938
maze,5.1875,4.8125,3.5,5.5667,6,4.5,3.5152,5.129,3.8148
meadow,4.2286,6.5152,4.7941,6.0294,6.3529,4.7143,3.8529,5.2571,2.5758
meagre,2.7333,3.4,3.8214,2.7143,2.6452,3.0909,6.4333,2.4138,4.25
mean,4.2727,2.5758,4.2121,2.9063,3,5.9643,2.6176,3.9688,4.3235
measles,3.9677,2.1714,3.0313,5.3824,5.3125,3.9688,4.1429,3.3548,4.3636
measure,4.2258,5.0938,5.1935,3.8065,3.8065,6.0345,3.7576,4.0303,4
meat,4.3939,4.9688,6.0625,6.3235,6.4412,6.4333,2.3714,3.6765,5.625
mechanic,3.5313,5.5294,4.9118,6.1765,5.9706,5.4194,4.5294,3.9412,6.2647
mechanism,4.2571,5.3333,5.5429,4.9714,3.8485,5.2647,5.5294,4.2286,5.2286
medal,6.303,7.7273,6.6563,6.4848,6.6176,5.6538,3.0294,3.4545,4.8485
medallion,4.4242,5.9412,5.697,6.1765,6.2813,3.3333,4.7059,3.2059,5.0606
meddle,4.6875,3.7667,4.9412,2.9697,3.2941,4.4,4.6286,3.7273,3.6875
medicine,5,7.1714,4.7576,5.4118,5.7273,6.3125,3.0882,5.1471,4
medieval,4.4063,5.4194,4.9355,4.2727,4.6875,4.4483,4.7273,5.1935,4.8182
medium,3.7742,5.0286,5.0882,3.2424,2.9429,5.5938,3.2571,4,3.9032
meek,2.5,4.1333,3.3667,3.3333,3.6071,4.1,5.8667,2.7037,3.4839
meet,4.5714,6.0909,5.3636,4.3143,4.3235,6.2813,2.7059,3.4118,3.6471
meeting,4.303,5.4848,5.303,4.5333,4.9429,5.7586,3.7941,4.2121,4.2188
melody,6.2059,7.6061,5.8182,3.2424,4.3939,5.4815,4.2941,4.0323,2.0909
melon,4.4667,6.0333,5.4483,6.76,6.6786,5.6667,3.2,2.8065,3
melt,4.5625,4.8788,4.3235,4.4118,5.1471,5.7576,2.9697,3.4118,3.5152
melted,4.4375,4.5588,4.7273,4.5588,5.5,5.7097,3.303,3.4839,3.7429
memoirs,4.9063,5.8065,5.4242,4.5152,4.2813,3.871,5.8182,4.3226,3.5484
memory,5.0882,6.5758,5.4571,2.8529,3.1212,6.4,3.6667,5.2424,3.2353
menace,5.5758,2.5714,5.0909,3.3429,3.8571,3.9394,4.0857,4.9706,5.4286
merchant,3.931,5.4,5.2,5.2143,4.8065,3.9643,5.2333,4.1379,5.2258
merciful,5.4063,7,5.5429,2.5429,3.2941,4.2941,5.4286,5.0303,3.3235
mercy,4.9714,6.2286,4.3714,2.7353,3.2286,4.4194,4.6176,4.9714,3.2813
mermaid,6.1935,6,5.4,4.069,5.9333,3.7308,3.0323,3.4063,1.4516
merry,6.4375,7.7273,6.4063,2.6875,3.6129,4.7037,3.3333,4.5484,3.6923
mess,4.2581,2.8182,4.1818,4.3333,5.6061,6.5926,2,4.7742,4.4375
message,4.7429,5.4848,5.5429,5.1714,4.8571,6.2353,3.4706,3.1714,3.8485
messenger,4.3824,5.6875,5.0303,5.1429,4.8529,4.9,4.6,3.9063,3.9714
messy,4.7059,3.129,5.1875,4.3571,5.6061,6.3793,2.4412,4.4545,4.7188
metal,4.6,5.0968,5.4333,6.1538,5.8519,5.5217,3.1667,4.0323,5.3333
methane,3.2727,4.1515,4.6765,5.4286,3.7143,3.7419,6.1765,3.6364,4.6364
method,3.4412,5.75,5.4706,3,2.8824,5.8276,4.7143,4.0606,4.7714
metre,3.0625,4.9688,4.75,5.2188,5.375,6.0323,3.5758,3.3939,4.2333
metric,3.4848,5.1563,5,4.4412,2.7353,4.4483,5.3529,3.875,4.5152
metropolis,5.1935,5.9286,5.1724,4.6563,5.1,3.375,6.3438,6.0313,4.375
mice,3.7742,4.375,5.4,6.7,6.8667,5.6296,2.2727,1.6452,3.4194
microphone,4.3939,5.375,5.7879,6.5152,6.6,5.6207,3.4286,2.6061,3.9706
microscope,4.3333,5.7576,6.2424,6.5758,6.4118,5.5714,4.7647,2.9412,4.5588
microwave,3.5882,5.5882,5.6471,6.7059,6.6563,6.3871,3.8286,3.0286,3.8438
middle,3.9697,4.9063,4.9688,4,4.3529,6.4516,2.4118,3.8529,4.1818
midget,3.6563,3.8182,4.1765,5.8235,6.0606,3.75,4.7059,1.6667,4.4706
midst,3.2,5.069,4.697,2.9118,3.0294,4.3571,4.8857,3.5938,3.9677
midwife,3.3235,6.7143,4.5588,6.2941,5.8788,5.2581,4.9714,4.2,1.5143
might,4.1563,5.4688,5.7097,2.2813,2.5484,5.88,3.1818,4.1935,4.6875
mighty,5.4375,6.8485,6.8438,2.9706,3.7576,4.9677,3.9688,5.6061,5.6667
mild,2.75,5.5313,3.9355,3.5161,3.2121,5.9565,3.7097,3.375,3.3636
mildew,2.6897,4.1379,4.6563,5.2333,4.6667,2.5758,5.8125,2.75,3.9655
mile,3.8182,5.1765,5.1935,5.1818,4.1935,5.9333,3.3714,5.1818,4.1613
mileage,3.7,4.5152,4.8125,4.4194,3.125,4.6774,5.5455,4.6129,5.125
military,4.7647,3.7941,4.3235,5.6176,5.8788,5.2353,4.1765,5.9091,6.303
milk,3.5294,5.7941,5.0625,6.7813,6.5429,6.5517,1.7429,2.5455,3.2571
mill,3.5185,5.0645,4.9643,6.069,5.7143,3.7778,4.125,4.8571,4.375
million,6.2424,6.6875,6.0606,4.8788,3.931,6.129,3.6471,5.9706,4.5152
millionaire,6.8286,7.2647,6.6471,5.6667,5.8065,5.8485,4,5.625,5.1515
mimic,3.8788,4.4545,5.0294,3.6857,3.7714,4,4.5714,3.5938,4.0303
mind,5.9032,6.9032,6.3548,2.3226,2.2667,5.76,3.2903,5.4194,3.8214
miner,3.6857,5,4.7647,6.0286,6.2258,4.4571,4.1143,4,6.1471
mingle,5.6,6.6286,5.7714,3.8286,4.2571,4.75,5.5714,3.6765,2.8857
minimum,2.6875,3.8788,3.6364,3.1563,2.6452,5.8438,4.0303,1.9063,4.2813
minister,3.4848,5.1471,5.3333,5.5429,5.5143,4.6765,4.5429,4.3714,5.6471
mink,3.625,4.7667,5,5.4063,4.8182,3.0909,5.7273,2.75,3.4063
minor,3.6154,4.2656,3.9844,3.5938,3.3231,5.0323,4.697,2.3231,3.9365
minority,3.875,3.5294,3.5455,3.0938,3.6286,5.375,5.4571,2.4848,3.5882
mint,4.3333,6.1333,5.2759,6.3103,6.0667,5.6429,3.4,1.9697,3.6
minute,3.6364,5.3529,4.7576,4.1875,3.4412,6.6207,2.4118,2.5,3.6765
miracle,6.9412,7.9706,4.0857,2.1818,2.8529,4.871,3.6857,5.7647,3.2941
miraculous,6.4118,7.6364,5.5588,2.2647,2.4063,4.9697,5.1765,6.0294,3.0294
mirage,5.303,5.0313,3.9355,2.7879,3.8485,3.9375,5.2903,4.5,3.1515
mirror,4.4848,5.1212,5.0625,6.5882,6.4706,6.3571,2.3529,3.7353,2.625
mischief,6.4,4.3333,5.7761,2.7286,4.1176,5.1967,3.3768,4.5075,4.5909
mischievous,6.6286,4.5429,6.4412,2.9118,3.8571,5.7419,4.4,4.3429,4.4
misconception,3.9063,3.2813,3.6207,2.2,1.9286,4.3548,6.3333,4.2759,4
miser,3.2174,3.7308,4.5,3.9167,3.7083,2.5161,6.28,3.8462,5.16
miserable,3.3143,1.7273,3.1471,2.5625,4.0938,5.5172,3.8286,4.2059,4.1818
misery,3.2727,2.0606,3.1563,2.7353,4.1818,5.0323,4.3235,4.3226,4.1471
missile,5.6129,2.3438,5.2333,6.129,6.2581,5.4375,5.0968,5.8438,5.6129
mission,5.7647,5.7647,6.5,3.8438,4.1515,5.1333,4,5.5143,5.2727
mistake,4.6667,2.6667,3.5152,3.2813,3.3824,6.1935,3.0294,5.0909,4.2424
mistress,5.5455,3.4545,5.1176,5.2424,5.3636,5.2667,6.0294,4.303,2.0882
mob,5.1765,3.0588,4.0909,5.1765,5.4375,4.1515,4.7647,5.3529,5.4545
mobility,4.4,6.697,5.697,3.5294,4,4.8788,5.7714,5.1563,4.0571
mock,4.2059,2.8182,3.6061,3.0882,3.5313,5.2667,5.1212,4.0909,4.9677
mode,3.5143,5,4.9091,3.0606,2.6364,4.129,4.8824,3.9697,3.9655
model,5.0645,5.8485,5.0294,5.2727,5.5882,5.25,4.2,4,2.3529
modest,3.8824,6.7941,5.2647,2.5714,3.2941,5.3824,5,3.7059,3.2571
moist,5.2353,4.8824,4.9412,4.9714,4.6571,5.1765,4.3429,3.3824,2.9706
moisture,5.3548,5.1667,4.6,5.0313,4.9677,5.6154,4.5938,3.2581,3.25
mole,2.4194,4.8438,4.871,6.303,6.25,4.9375,3.4545,2.375,4.5
molecule,3.4783,5.2899,4.1818,5.4118,4.3913,4.6364,6.0429,1.971,4.5
mom,5.6667,7.9355,4.8065,6.4242,6.2258,6.5862,1.3333,5.0938,1.0968
moment,4.9333,5.8667,5.7188,2.3,2.5667,5.7857,3.871,3.2258,3.4783
momentum,6.0938,6.4242,5.7813,3.3636,3.5758,5.5313,5.9697,5.3333,4.8438
monarch,4.0588,5.3235,4.8182,5.2857,5.8125,4.5152,5.1714,5.5758,4.1613
monarchy,3.7419,4.4194,3.8065,5.3939,5.6563,5.0667,5.303,5.4,4.3438
money,6.5625,5.6667,4.625,4.9655,6.1786,6.7308,2.5938,4.8065,4.7097
monk,3.125,5.2903,3.9375,6.0714,6,3.8148,4.5938,3.7333,6.2258
monkey,5.303,6.0882,5.2571,6.5455,6.7667,5.6129,2.1143,3.2571,4.8571
monster,6.1212,2.7353,4.2727,3.8182,5.9706,5.5161,2.2059,5.4412,5.3333
month,3.3429,5.2941,4.75,4.0571,3.4,6.5,2.4118,4.0857,3.6667
monument,4.2879,6.1667,5.2576,6.3382,6.3529,4.9016,4.9412,5.8209,4.8
mood,4.9677,5.3125,4.8824,2.5758,2.7647,6.2069,3.4706,4.2286,3.5152
moody,3.8824,2.6,4.8788,3,4.0294,5.875,3.6471,4.3333,3.6
moon,5.375,6.5484,4.6333,6.6207,6.7742,6.32,2.1818,6.3871,3.4063
mooring,3.48,5.1429,5.0385,4.5714,4.5714,2.2647,6.2857,4.0385,4.5714
moose,3.8125,5.5313,4.7813,6.5806,6.25,4.2813,3.7941,4.1563,4.4194
moral,4.5484,6.9706,5.9677,2.2941,2.6563,5.3,4.7576,5.2188,3.2581
morality,4.625,6.3438,6.0645,1.7667,2.6364,5.6667,5.4839,5.7419,3.4688
morbid,4.2286,2.2059,4.0882,2.5588,3.2813,4.2258,5.6571,4.6061,4.7429
morgue,4.1818,2.4063,3.0909,6.1818,5.7273,4.1333,5.6176,4.8438,4.2353
morsel,3.5313,3.8667,3.9032,4.1724,4.7188,3.875,5.1212,2.4,4.0909
mosque,4.1786,5.2667,3.7857,6.3333,6.2581,4.0741,5.4375,5.3333,4.9643
mosquito,4.625,3.0455,4.2698,6.5806,6.623,4.8772,4.3281,1.5846,4.2203
moss,3.1176,4.8571,5.2424,6.1176,5.6571,4.5625,4,2.4286,4.3714
most,4.6667,5.7742,5.5806,3.3235,3.0625,6.4375,2.5,4.9375,3.8438
moth,3.3125,3.9697,4.8065,6.5862,6.7778,5.1111,3.1471,1.5758,3.8966
mother,5.1429,8.3143,4.9143,5.9394,6.5806,6.6,1.6286,5.2424,1.0882
motherfucker,6.6364,2.5714,6.3939,2.8,2.9429,5.9118,6.3714,4.9091,5.8571
motion,5.5294,5.5152,6.1765,3.8571,4.4,5.5625,4.3235,4.7353,4
motor,3.9412,5.3429,5.6061,6.0606,6.0294,5.2,3.9412,4.2424,5.9118
motorbike,5.9375,5.4839,6.5,6.75,6.7879,6.0645,3,4.5758,6.0606
motorway,5,4.8333,5.0645,6.6071,6.2333,6,4.2727,5.697,5.52
mould,3.4444,3.3448,4.2759,5.5357,5.4667,5.0741,4.2667,3.3448,4.2222
mound,4.0667,4.25,4.7667,5.3871,5.4483,3.3333,4.5806,3.931,3.7778
mount,5.0625,5.25,5.8889,4.3382,4.2879,3.8,4.5821,4.4265,4.5
mountain,5.8,6.1563,5.871,6.84,6.8148,6.2083,2.9355,6.2857,5.0741
mountains,6.1818,6.7353,5.5,6.8438,6.7879,5.7813,2.8857,6.4848,4.875
mounted,5.0606,5.5,5.1333,4.3548,4.8485,4.4375,5.4118,4.25,4.4688
mouse,3.7097,4.875,5.1212,6.7813,6.7742,6.0667,1.9394,1.7188,3.4857
mouth,6.2333,5.4643,5.5806,6.7037,6.6786,6.4286,1.9677,3,3.3929
move,4.9091,5.3714,6.3529,4.4412,5.0278,6.5714,1.9714,4.1944,4.25
movie,5.7586,6.5333,4.8333,5.6429,5.4074,6.0417,3.1563,4.9333,4
muck,3.9063,3.1935,4.5938,4.9375,5.3548,5.0345,2.9394,3.2903,5.2903
mucous,2.9706,3.125,4.3226,5.75,5.6471,4.5484,5.1212,2.9394,4.7353
muddy,4.2769,4.1515,4.8525,5.2769,5.9063,5.3571,2.4091,3.8906,5.1719
muffin,5.2188,6.5758,5.5625,6.7419,6.7931,6.2222,2.9706,2.875,2.8529
mug,3.0909,4.9706,5,6.4242,6.4848,6.1935,2.4857,2.2353,4.1212
mugged,4.4706,1.9697,2.5455,4.0909,4.697,4.7667,5.2353,4.3235,4.7879
mule,2.9677,4.7541,4.9,6.4667,5.9531,3.4483,4.4697,3.7077,4.9667
multiplication,4.2059,5.375,5.2059,4.2,4.2059,5.2581,3.5429,4.5625,4.0938
multiply,4.2941,5.6563,6.0303,3.7273,3.3143,5.7333,3.3143,5.0909,4.1429
mum,4.7097,7.9375,4.2188,6.0625,6.6129,6.9,1.1935,5.125,1.2121
mumble,3,4.1429,4.7647,3.697,3.8857,5.6364,3.7143,2.3235,4.4063
mummy,5.3636,7.5455,4.8788,5.7419,6.5152,6.1563,1.7714,4.6765,1.4545
mural,3.4333,5.9355,5.4483,5.6452,5.0333,3.2333,5.4194,4.1379,3.4516
murder,5.871,1.5313,4.1613,5.5,5.5,6.0357,3.6875,5.9677,5.6364
murderer,6.2941,1.2424,4.1429,5.9412,5.6176,5.8438,4.1429,5,5.6286
murmur,3.7188,4.2353,3.8857,4,3.3636,4.4828,4.7429,2.8182,3.5938
muscle,5.1875,6.1143,6.3939,6.4667,6.3333,6.3462,3.7059,4.4516,6
muscular,5.8438,6.4333,6.6129,5.2581,5.6452,5.4615,5.0323,4.9355,5.9355
museum,4.1324,6.2985,5.2206,6.5303,6.4328,5.8387,3.6324,5.194,4.3478
mushroom,3.9688,5.375,4.8333,6.625,6.8438,6.1,2.8824,3,4.0938
music,7.7714,7.9714,7.0857,5.2353,5.2647,6.9375,2.1143,5.8529,3.3429
musical,5.7667,6.5517,5.3226,4.037,4.4138,5.375,3.6563,4.5,2.8148
musician,6.1333,6.625,5.7419,5.1852,5.6207,5.5,3.6452,4.4333,4
musket,4.5556,3.7333,5.3,6.3103,5.8333,3.0313,5.4,3.7333,5.8276
musketeers,4.7576,6.0625,5.8125,5.2188,5.7813,3.7188,4.303,4.4848,6.0303
mussel,3.6176,5.1875,4.9394,6.3235,6.2353,4.1765,4.5429,2.697,4.4545
mustang,4.9063,5.5938,5.8182,5.9688,5.5455,3.5938,5.8235,4.4516,5.7647
mustard,3.3939,4.7097,5.375,6.0645,6.4545,5.4516,3.8824,3,4.7188
mutation,4.8182,3.1143,3.5938,4.0909,4.3143,3.9091,5.8286,4.6857,4.6857
mutilate,5.6667,2.0286,4.5152,4.4857,4.8182,4.0909,6.2857,5.2581,5.5455
mystery,6.5455,5.3125,4.4194,2.7273,2.8966,5.6207,3.3636,5.875,3.4839
mystic,5.7059,5.375,5.2813,2.2121,3.303,4.2759,5.2424,4.0968,2.7419
myth,6.1471,5.0286,4.5,1.8788,3.1935,4.9375,4.5294,4.9091,3.7059
mythology,5.0303,5.6061,5.0909,2.5625,3.4839,4.3871,5.6364,5.1563,3.9697
nail,3.7,4.7241,5.5667,6.4074,6.2,6.0385,2.6,1.9355,3.1481
naive,4.4375,3.5313,3.0645,2.3871,2.5484,5.3077,5.4194,3.1786,3.0968
naked,7.1333,5.4688,3.8333,5,5.6429,6.0769,2.9,4.2903,3.6207
name,4.2857,5.3438,5.4545,4.6,3.7429,6.6552,1.5294,3.8824,3.9118
named,3.0303,5.0938,4.4242,3.3529,2.2353,5.5,3.3529,4.0588,3.7879
namesake,3.875,5.1515,4.6129,2.7143,2,2.5313,6.2121,3.4688,4.2571
nanny,3.7941,5.7333,3.75,5.8333,5.6333,4.1111,2.8387,3.75,1.6875
narcotic,4.8824,3.1818,4,3.8286,3.8824,3.8065,6.4286,4.2121,4.4063
narrow,3.9706,3.8571,3.4688,4.2,5.3529,5.4375,3.5143,2.2941,4.0588
nasty,4.2903,1.7419,5.4839,2.5455,3.4242,5.7586,2.5313,3.7,4.4242
nation,4.6667,5.8235,4.5,4.2,4.6471,5.8485,5,6.2941,4.7647
national,4.5455,5.9706,4.8438,3.4516,3.3333,5.6364,4.697,5.7941,4.7188
natural,4.9375,7.0882,5.1471,3.6286,4.1515,5.8333,3.5882,4.5313,2.4516
nature,5.4063,7.1563,5.1935,4.5313,5.5758,6.3462,3.3226,6.1613,2.9063
naughty,6.6286,3.8,5.8529,3.3143,4.3824,5.3636,1.8529,3.8529,3.8571
nausea,4.3939,2.7273,3.0303,4.3548,4.2059,5.0357,5.4412,4.4545,3.5455
naval,4.129,5,5.303,5.2258,4.6875,3.931,5.2813,3.625,4.5172
navel,3.2424,5.0303,4.9706,6.0588,5.7059,3.7059,5.0303,2.5313,3.9706
navy,4.9706,5.4412,4.9091,5.6286,5.9143,5.6563,3.8235,4.4063,5.8286
near,4.6563,5.5758,5.2188,3.7353,4.1563,6.4839,2.3939,3.3824,3.8621
neat,3.2286,6.2647,5.6857,4.1471,4.7879,5.8485,3.0882,2.8788,2.5588
necessary,3.8182,5.0857,4.6765,2.6857,2.5143,5.7333,4.2,4.4242,4.0909
necessity,5.9667,5.1515,4.4194,2.2727,2.6,5.3,5.1875,4.871,3.8
neck,5.4286,5.3929,5.4375,6.6154,6.5862,6.56,2.5152,2.8667,3.52
necklace,5.3333,5.7647,6.0588,6.6875,6.5294,6.1935,2.8,2.5758,1.5588
nectar,5.3143,6.6471,5.5882,5.9412,5.3235,4.4412,4.6286,2.8529,2.7188
need,5.5667,3.7879,3.2813,3.0909,2.7576,6.3125,2.303,4.9394,3.2258
needle,4.8286,3.6765,4.4706,6.7143,6.4118,5.6061,3.2,2,3.2857
needy,3.3824,2.4412,3.1143,2.7143,3.2,5.1667,4.7647,3.5484,3.1818
negative,4.125,1.7353,3.6364,3.5806,2.8485,6.2667,4,5.0303,4.5294
neglect,4.5758,1.5714,3.1875,2.7941,3.9706,4.5938,5.0857,4.9118,4.4286
neglected,4.3636,1.5278,2.5882,2.9722,4.2571,5.9118,5.3056,4.2353,4.0294
negotiate,5.0625,6.1935,6.0333,3.303,3.0968,5.4483,5.3333,4.9091,4.2188
negotiation,4.5588,6.0303,6.303,3.5152,3.5484,5.0769,5.5588,5.0313,4.5161
negotiator,5.0588,6.6,6.5938,3.9714,4.1818,4.4063,5.9412,4.3333,3.9714
neighbour,4.4375,6.0938,5.4194,5.75,5.7097,6.1111,3.2941,3.6563,3.8182
neon,6.0294,5.9697,5.1176,4.5625,5.4,4.9667,4.9412,3.6667,3.6563
nephew,3.1818,6.3529,5.5294,5.9091,4.9091,5.4848,3.7941,3.4545,6.1818
nervous,5.1143,3.0286,2.5758,3.4857,4.5588,6.1,3.7429,4.2121,3.2941
nest,3.9697,5.8939,5.1385,6.3731,6.5303,5.2903,2.3088,2.4638,2.8636
net,3.6667,4.7667,4.6563,5.6364,5.5455,5.1333,2.5714,3.1765,4.1515
nettle,3.4412,3.871,4.0606,6.3548,6.0909,4.9355,3.2647,2.3636,4.3438
network,4.3,5.7,5.1875,3.8125,3.1034,5.6429,5.6875,6.0667,4.3871
neural,4.5385,5.75,5.3667,4.0357,3.1379,3.7,6.4667,3.6296,4.1667
neurotic,4.8485,3.0606,3.8485,2.6667,3.0303,3.8571,6.7714,4.25,3.5313
neutral,3.9063,5.2059,4.7742,3.3939,2.6364,5.3103,4.5758,3.9688,3.4848
neutron,3.4063,5.4516,4.7879,4.6875,4.1935,4.7097,6.4242,2.871,4.9667
new,6.0313,7.0625,5.7097,4.2188,4.3125,6.4643,2.0323,4.1333,3.6563
news,4.9063,4.75,3.6667,3.7188,3.6875,6.3571,3.2667,5.25,4.2759
nice,4.4571,7.4286,5.5714,2.9412,3.7273,6.3333,2.0882,3.6286,2.6765
niece,3.2813,6.1515,5.3235,5.6667,4.8387,5.3448,3.1143,3.4688,1.4242
night,5.3235,5.9063,5.375,4.9688,6.5882,6.7857,1.9091,5.5625,3.5882
nightfall,5.3226,5.8065,4.4516,4.8333,5.5,4.5357,4.3548,5.129,4.2143
nightmare,5.7576,1.7647,3.2941,3.1471,4.4412,5.6333,2.4412,5.0606,4.4706
nimble,5.1563,6.0909,5.5152,3.125,3.5,3.5,5.5758,3,2.9118
